segment,title,url,seller,seller_url,price_rub,rating,reviews,badge
scripts,"Создам кастомный PHP-скрипт под любую задачу: от калькулятора до чата",https://kwork.ru/script-programming/11606118/sozdam-kastomniy-php-skript-pod-lyubuyu-zadachu-ot-kalkulyatora-do-chata,cristy_ice,https://kwork.ru/user/cristy_ice,1000,4.9,899,
scripts,"Разработаю скрипт на Python",https://kwork.ru/script-programming/11782928/razrabotayu-skript-na-python,s3nPy,https://kwork.ru/user/s3npy,1000,5.0,43,
scripts,"Калькулятор для сайта. HTML, JavaScript, PHP",https://kwork.ru/script-programming/1271727/kalkulyator-dlya-sayta-html-javascript-php,Maksim-Petrov,https://kwork.ru/user/maksim-petrov,1000,4.9,190,
scripts,"Веб-сервис и скрипт на PHP + MySQL, JavaScript",https://kwork.ru/script-programming/13500453/veb-servis-i-skript-na-php-mysql-javascript,ARafael,https://kwork.ru/user/arafael,500,5.0,528,Выбор Kwork
scripts,"Скрипт автоматизации на ZennoPoster и Python",https://kwork.ru/script-programming/15560443/skript-avtomatizatsii-na-zennoposter-i-python,ragnarzenno,https://kwork.ru/user/ragnarzenno,1000,4.9,60,
scripts,"PHP, JS, JQuery скрипт",https://kwork.ru/script-programming/181761/php-js-jquery-skript,ameganix,https://kwork.ru/user/ameganix,1000,5.0,1K+,Выбор Kwork
scripts,"WB API интеграция в Google Sheet и Excel. 1000 артикулов",https://kwork.ru/script-programming/18437916/wb-api-integratsiya-v-google-sheet-i-excel-1000-artikulov,YuriCoder,https://kwork.ru/user/yuricoder,500,5.0,157,
scripts,"Автоответчик на отзывы для маркетплейсов",https://kwork.ru/script-programming/19177022/avtootvetchik-na-otzyvy-dlya-marketpleysov,j0hnyb,https://kwork.ru/user/j0hnyb,5000,4.9,165,
scripts,"Напишу для вас скрипт, регистратор и другую автоматизацию",https://kwork.ru/script-programming/19580665/napishu-dlya-vas-skript-registrator-i-druguyu-avtomatizatsiyu,PerfectCode,https://kwork.ru/user/perfectcode,1000,5.0,283,Выбор Kwork
scripts,"Разработка и доработка скрипта на BAS. Автоматизация в браузере",https://kwork.ru/script-programming/22431730/razrabotka-i-dorabotka-skripta-na-bas-avtomatizatsiya-v-brauzere,KseniaMayak,https://kwork.ru/user/kseniamayak,2000,5.0,190,Выбор Kwork
scripts,"Создам PHP скрипт",https://kwork.ru/script-programming/24439062/sozdam-php-skript,kladovec,https://kwork.ru/user/kladovec,1000,5.0,114,Выбор Kwork
scripts,"Калькулятор для сайта Vue JS, JavaScript, PHP, HTML",https://kwork.ru/script-programming/25019468/kalkulyator-dlya-sayta-vue-js-javascript-php-html,kladovec,https://kwork.ru/user/kladovec,1000,5.0,114,Выбор Kwork
scripts,"Калькулятор для сайта",https://kwork.ru/script-programming/298844/kalkulyator-dlya-sayta,ameganix,https://kwork.ru/user/ameganix,1000,5.0,1K+,Выбор Kwork
scripts,"WPML Лицензия на домен Lifetime и Установка Плагина",https://kwork.ru/script-programming/38165706/wpml-litsenziya-na-domen-lifetime-i-ustanovka-plagina,webbypro,https://kwork.ru/user/webbypro,500,5.0,367,
scripts,"Напишу скрипт на Python",https://kwork.ru/script-programming/4001365/napishu-skript-na-python,kilrea,https://kwork.ru/user/kilrea,1000,4.9,524,
scripts,"Скрипт на BrowserAutomationStudio BAS, Автоматизация действий браузера",https://kwork.ru/script-programming/4457065/skript-na-browserautomationstudio-bas-avtomatizatsiya-deystviy-brauzera,Basinstructor,https://kwork.ru/user/basinstructor,1000,5.0,54,Выбор Kwork
scripts,"Скрипт по работе в Рутуб",https://kwork.ru/script-programming/5617675/skript-po-rabote-v-rutub,like-clik,https://kwork.ru/user/like-clik,50000,4.9,1K+,
scripts,"Разработка скрипта автоматизации",https://kwork.ru/script-programming/595350/razrabotka-skripta-avtomatizatsii,AirSeven,https://kwork.ru/user/airseven,500,5.0,306,
scripts,"Скрипт php с Mysql на вашем сайте",https://kwork.ru/script-programming/6692/skript-php-s-mysql-na-vashem-sayte,copylend,https://kwork.ru/user/copylend,500,5.0,2K+,
scripts,"Качественный шаблон для Zennoposter. Бот под Зеннопостер с поддержкой",https://kwork.ru/script-programming/69898/kachestvenniy-shablon-dlya-zennoposter-bot-pod-zennoposter-s-podderzhkoy,zennodeveloper,https://kwork.ru/user/zennodeveloper,2000,4.8,836,Выбор Kwork
scripts,"Напишу скрипт на Питоне",https://kwork.ru/script-programming/74605/napishu-skript-na-pitone,gresaggr,https://kwork.ru/user/gresaggr,1000,5.0,1K+,Выбор Kwork
scripts,"Разработка расширения для Chrome, Firefox, Яндекс. Браузер",https://kwork.ru/script-programming/765930/razrabotka-rasshireniya-dlya-chrome-firefox-yandeks-brauzer,blackdev,https://kwork.ru/user/blackdev,2500,5.0,170,Выбор Kwork
scripts,"Таблицы гугл. скрипты, формулы для работы с google sheets",https://kwork.ru/script-programming/8896270/tablitsy-gugl-skripty-formuly-dlya-raboty-s-google-sheets,YuriCoder,https://kwork.ru/user/yuricoder,1500,5.0,157,
scripts,"Установка сервиса Email рассылок MailWizz для PowerMTA, PMTA и SMTP",https://kwork.ru/script-programming/918240/ustanovka-servisa-email-rassylok-mailwizz-dlya-powermta-pmta-i-smtp,AJDI,https://kwork.ru/user/ajdi,500,5.0,847,
