segment,title,url,seller,seller_url,price_rub,rating,reviews,badge
parsers,"Разработка сложного парсера сайта с обходом любых защит",https://kwork.ru/script-programming/15153956/razrabotka-slozhnogo-parsera-sayta-s-obkhodom-lyubykh-zashchit,Projectator,https://kwork.ru/user/projectator,30000,4.6,80,
parsers,"Парсер спортивных сайтов",https://kwork.ru/script-programming/1772561/parser-sportivnykh-saytov,DSmaloy,https://kwork.ru/user/dsmaloy,1000,5.0,64,
parsers,"Парсер для получения данных с сайта",https://kwork.ru/script-programming/1916075/parser-dlya-polucheniya-dannykh-s-sayta,kilrea,https://kwork.ru/user/kilrea,1500,4.9,524,
parsers,"Парсер. Сделаю, починю, доработаю. Автоматизация браузера",https://kwork.ru/script-programming/19455047/parser-sdelayu-pochinyu-dorabotayu-avtomatizatsiya-brauzera,PerfectCode,https://kwork.ru/user/perfectcode,1000,5.0,283,
parsers,"Парсер для сбора данных с сайта, автоматизация на Python",https://kwork.ru/script-programming/22148376/parser-dlya-sbora-dannykh-s-sayta-avtomatizatsiya-na-python,Ru_Developer,https://kwork.ru/user/ru_developer,1500,5.0,185,
parsers,"Разработаю парсер",https://kwork.ru/script-programming/22865365/razrabotayu-parser,Tanf93,https://kwork.ru/user/tanf93,1000,5.0,331,
parsers,"Настройка модуля SimplePars",https://kwork.ru/script-programming/24675403/nastroyka-modulya-simplepars,aleksey4kwork,https://kwork.ru/user/aleksey4kwork,1500,4.9,242,
parsers,"Разработка проектов Content Downloader",https://kwork.ru/script-programming/256974/razrabotka-proektov-content-downloader,ContentMaster,https://kwork.ru/user/contentmaster,1000,5.0,36,
parsers,"Парсинг любой сложности",https://kwork.ru/script-programming/26583538/parsing-lyuboy-slozhnosti,RuPartner,https://kwork.ru/user/rupartner,500,5.0,368,
parsers,"Telegram парсер: сбор контента и ведение каналов на полном автомате",https://kwork.ru/script-programming/28840459/telegram-parser-sbor-kontenta-i-vedenie-kanalov-na-polnom-avtomate,andrei_kardashov,https://kwork.ru/user/andrei_kardashov,7000,5.0,145,
parsers,"Автоматизация цен и остатков. Парсинг сайтов поставщиков под ключ",https://kwork.ru/script-programming/29081820/avtomatizatsiya-tsen-i-ostatkov-parsing-saytov-postavshchikov-pod-klyuch,Makcuk102,https://kwork.ru/user/makcuk102,500,5.0,54,Выбор Kwork
parsers,"Бот omarket.kz : анализ и демпинг цен конкурентов",https://kwork.ru/script-programming/31604176/bot-omarket-kz-analiz-i-demping-tsen-konkurentov,Web-Scraping,https://kwork.ru/user/web-scraping,6000,5.0,177,
parsers,"Создание парсеров для Telegram с помощью ботов и user-ботов",https://kwork.ru/script-programming/33341327/sozdanie-parserov-dlya-telegram-s-pomoshchyu-botov-i-user-botov,Barhan_Coded,https://kwork.ru/user/barhan_coded,5000,4.7,31,Выбор Kwork
parsers,"Парсер сайтов в Excel, CSV, TXT",https://kwork.ru/script-programming/3343819/parser-saytov-v-excel-csv-txt,Navi_droid,https://kwork.ru/user/navi_droid,3000,5.0,950,
parsers,"Напишу уникальный парсер на Python",https://kwork.ru/script-programming/35001229/napishu-unikalniy-parser-na-python,Razboyy,https://kwork.ru/user/razboyy,3500,4.7,67,
parsers,"Разработаю парсер на Python",https://kwork.ru/script-programming/35350187/razrabotayu-parser-na-python,cmd_exe,https://kwork.ru/user/cmd_exe,3500,4.6,38,Выбор Kwork
parsers,"Telegram парсер: сбор контента и ведение телеграм каналов",https://kwork.ru/script-programming/37558873/telegram-parser-sbor-kontenta-i-vedenie-telegram-kanalov,andrei_kardashov,https://kwork.ru/user/andrei_kardashov,7000,5.0,145,
parsers,"Парсер на python scrapy",https://kwork.ru/script-programming/379855/parser-na-python-scrapy,andrey_plugin,https://kwork.ru/user/andrey_plugin,4000,5.0,101,
parsers,"Разработка парсера любой сложности, selenium или pyrogram",https://kwork.ru/script-programming/42378845/razrabotka-parsera-lyuboy-slozhnosti-selenium-ili-pyrogram,Mrfaroh1,https://kwork.ru/user/mrfaroh1,500,5.0,11,
parsers,"Напишу парсер данных сайта",https://kwork.ru/script-programming/747/napishu-parser-dannykh-sayta,mobilekid,https://kwork.ru/user/mobilekid,1500,4.8,485,
parsers,"Создам парсер для сайта",https://kwork.ru/script-programming/8601822/sozdam-parser-dlya-sayta,Lemine,https://kwork.ru/user/lemine,1000,4.9,57,
parsers,"Напишу парсер на BrowserAutomationStudio BAS",https://kwork.ru/script-programming/9409886/napishu-parser-na-browserautomationstudio-bas,Basinstructor,https://kwork.ru/user/basinstructor,1000,5.0,54,
parsers,"Разработка парсера",https://kwork.ru/script-programming/9677916/razrabotka-parsera,aveBHS,https://kwork.ru/user/avebhs,1500,5.0,58,
